,"Manufacturer","Model","Weight.oz","Dim.1.in","Dim.2.in","Dim.3.in","Talk.hr","Standby.hr","Volume.in3","Composite","Years"
"56","Nokia","5165",5.9,5.1,1.9,1,3.3,192,9.69,13.3739576652,1998.5698630137
"76","Nokia","7160",4.9,4.92,2.09,0.95,3,168,9.76866,12.4755771829,1999.5506849315
"77","Nokia","7190",4.9,4.92,2.09,0.95,4,144,9.76866,11.1802986776,1999.5671232877
"127","Mitsubishi","G310",5.6,5.2,1.9,1.1,4,120,10.868,8.5013359242,1999.6493150685
"128","Mitsubishi","G360",5.6,5.2,1.9,1.1,4,120,10.868,8.5013359242,1999.6493150685
"52","Ericsson","A1228d / A1228LX",6.1,5.1,2,1,4,135,10.2,9.509202454,1999.7260273973
"126","Mitsubishi","G410",3.4,5.5,1.5,0.9,2,80,7.425,8.3140877598,1999.8931506849
"45","LG","TP 1100",4.2,3.4,1.9,1.1,2.5,135,7.106,13.0461701751,2000.2082191781
"65","Ericsson","T28 World",3.14,3.9,2,0.6,4,85,4.68,13.4271099744,2000.2547945206
"62","Nokia","8290",2.8,4,1.75,0.68,2.5,96,4.76,14.3518518519,2000.4328767123
"69","Nokia","8890",3.21,3.94,1.73,0.71,3,144,4.839502,19.7527747679,2000.4383561644
"8","Kyocera","QCP-2035",4.41,5.12,1.81,0.83,3.5,120,7.691776,11.3619686896,2000.4849315069
"47","Nokia","3285",5,5.3,1.5,1.1,3.3,110,8.745,9.2033466715,2000.5506849315
"48","Nokia","5185i",5.2,5.3,1.85,1.1,2.9,110,10.7855,7.7883081543,2000.5506849315
"38","Motorola","Timeport 270c",4.7,5.1,2,1,4,225,10.2,16.4429530201,2000.6082191781
"23","Ericsson","R280 / R289",9.26,5.12,2.02,0.99,4,160,10.238976,9.23125399,2000.6219178082
"2","Samsung","SPH-N200",4.7,4.28,2.31,0.91,3.8,130,8.996988,10.8783040476,2000.6383561644
"21","Ericsson","A1228c",9.28,5.12,2.01,0.98,4,100,10.085376,6.1966263913,2000.6465753425
"89","Motorola","v100",5.6,3.7,2.8,1.1,3.3,72,11.396,5.2071075547,2000.6602739726
"37","Motorola","v60c",3.8,3.42,1.77,0.95,4,240,5.75073,27.2230499658,2000.6794520548
"102","Panasonic","DuraMax EB-TX220",4.9,4.8,2,1.1,4,400,10.56,27.1668822768,2000.6821917808
"60","Nokia","8260",3.4,4.1,1.8,0.8,3.3,192,5.904,22.4097162511,2000.6876712329
"28","Nokia","3390",4.2,4.3,1.9,1,2.7,132,8.17,11.7623282134,2000.7205479452
"9","Kyocera","QCP-6035",7.34,5.6,2.5,0.86,5,180,12.04,10.5779153767,2000.797260274
"81","Ericsson","R380 World",5.8,5.12,1.97,1.02,6,130,10.288128,9.9452217188,2000.9150684932
"49","LG","TM-510",4.23,3.36,1.9,1.14,3.7,110,7.27776,11.1663781657,2000.9452054795
"5","Samsung","SCH-T300",3.95,4.5,1.77,0.71,2.8,140,5.65515,16.033065595,2001.0602739726
"100","Audiovox","CDM-8100",4.2,4.9,1.8,0.7,3.7,180,6.174,19.1343743975,2001.0794520548
"39","Motorola","v120c",4.5,5,1.7,1.1,4,240,9.35,18.7725631769,2001.0904109589
"36","Sanyo","SCP-6000",2.29,5.07,1.54,0.39,2.3,160,3.045042,32.1459512409,2001.101369863
"20","Siemens","S40",3.42,4.41,1.73,0.87,6,260,6.637491,28.8342291333,2001.1068493151
"40","Ericsson","R520",4.23,5.12,1.97,0.63,7,200,6.354432,22.2024195535,2001.1808219178
"44","Audiovox","CDM-9100",3.8,5,1.8,0.8,2.8,170,7.2,16.7272727273,2001.2136986301
"10","Kyocera","QCP-3035 / 3035e",4.37,4.87,1.89,1.05,3,120,9.664515,9.6191425211,2001.298630137
"11","LG","TP 5200",3.5,3.3,1.8,0.98,2.5,150,5.8212,17.4333776767,2001.3287671233
"15","Motorola","Timeport P280",4,4.9,1.9,0.9,4.3,135,8.379,12.6423782212,2001.3315068493
"24","Ericsson","A2218z",6.37,5.04,1.93,1.02,9,167,9.921744,13.0127259549,2001.3369863014
"27","Nokia","3360 / 3361",4.8,4.5,2,1,3.5,252,9,19.5289855072,2001.3369863014
"51","Ericsson","R300z",6.37,5.04,1.93,1.02,9,167,9.921744,13.0127259549,2001.3369863014
"22","Ericsson","R300d / R300LX",6.58,5.04,1.89,1.06,6,400,10.097136,25.7838036459,2001.3534246575
"180","Motorola","A009",5.89,2.8,3.8,1.1,3.5,115,11.704,7.5309764693,2001.3561643836
"42","Samsung","SGH-N105",3.15,4.1,1.6,0.68,4.1,120,4.4608,18.4606086088,2001.3589041096
"46","Ericsson","T39",3.03,3.78,1.97,0.71,5,200,5.287086,27.0527441943,2001.3589041096
"1","Samsung","SCH-N150",4.2,4.57,1.97,0.84,2.8,140,7.562436,13.092526072,2001.3780821918
"58","Motorola","v60t",4.3,3.42,1.77,1.07,4,242,6.477138,24.310721455,2001.394520548
"92","Motorola","v60i (TDMA) / v60ti",4.3,3.42,1.77,1.07,4,240,6.477138,24.1251434286,2001.394520548
"332","Motorola","V60t Color",4.3,3.43,1.77,1.14,3.4,230,6.921054,22.0121924375,2001.394520548
"3","Samsung","SPH-A250",2.82,2.76,1.91,0.83,2.5,80,4.375428,12.8553853919,2001.4684931507
"35","Sanyo","SCP-4700",5,5.31,1.73,1.11,4,288,10.196793,20.2674340566,2001.4739726027
"32","Ericsson","T60d / T60LX",4.4,4.8,2.13,0.92,2.5,230,9.40608,17.5647251066,2001.4821917808
"162","Sony","Ericsson T61d / T61LX",4.4,4.8,2.13,0.92,2.5,230,9.40608,17.5647251066,2001.4821917808
"30","Ericsson","T68",2.96,3.94,1.89,0.79,8,228,5.882814,30.3070945516,2001.5260273973
"16","Motorola","v66",2.79,3.31,1.73,0.83,3,125,4.752829,18.5606753116,2001.5287671233
"17","LG","VX-1 / TM-520",3.8,3.3,1.8,0.97,3,110,5.7618,13.0728523918,2001.5287671233
"57","Motorola","Talkabout T193 / T193m",4.13,4.7,1.8,0.68,4,115,5.7528,13.660096329,2001.5287671233
"143","LG","VX-10",3.8,3.3,1.8,0.97,3,110,5.7618,13.0728523918,2001.5287671233
"64","Panasonic","Allure EB-TX310",2.7,4.6,1.7,0.7,2.3,200,5.474,25.874724737,2001.5863013699
"63","Panasonic","Versio EB-TX320",3.1,4.6,1.7,0.7,2.3,200,5.474,24.6675997201,2001.597260274
"7","Kyocera","2135",4.7,5.07,1.89,1.02,4,150,9.773946,11.7452421061,2001.6
"71","Motorola","v60g",4.3,3.42,1.77,1.07,5.5,221,6.477138,23.058069777,2001.6054794521
"25","Sony","Ericsson T61c",4.4,4.8,2.13,0.92,2.5,230,9.40608,17.5647251066,2001.6219178082
"107","Motorola","i80s",4,5.4,2,1,3.3,68,10.8,5.7094594595,2001.6575342466
"4","Samsung","SPH-I300",6,4.9,2.28,0.82,4,100,9.16104,7.9150242991,2001.6602739726
"6","Kyocera","2255",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2001.6849315069
"134","Kyocera","1135",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2001.6849315069
"186","Kyocera","1155",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2001.6849315069
"99","Motorola","v200",5.96,3.7,4.05,2.75,2.3,120,41.20875,2.7878627269,2001.701369863
"29","Nokia","8390",2.96,3.82,1.69,0.71,2.3,100,4.583618,14.780706022,2001.7205479452
"19","Samsung","SGH-Q105",3.4,4.39,1.68,0.77,4,100,5.678904,13.2174544416,2001.7315068493
"12","Sharp","Z-800 (Audiovox 7900)",4.25,3.6,2,1.1,3.5,150,7.92,13.7633525062,2001.7342465753
"18","Samsung","SPH/SCH-N300",4.1,4.5,1.9,0.9,3.8,192,7.695,17.8889359898,2001.7397260274
"14","Motorola","A6288",5.47,3.31,1.73,0.83,3,125,4.752829,13.6948392661,2001.7424657534
"106","Motorola","i90c",5.33,3.5,2,1.1,3.3,75,7.7,7.0222563315,2001.7424657534
"161","Kyocera","2119",4.5,5.1,1.9,1,4,150,9.69,11.9802677942,2001.7890410959
"74","Palm","Treo 180 / 180g",5.4,4.3,2.7,0.7,2.5,60,8.127,5.3596510682,2001.8191780822
"33","LG","TP 5250",3.5,3.3,1.8,0.98,2.5,150,5.8212,17.4333776767,2001.8301369863
"26","LG","4NE1",3.7,4.41,1.73,0.75,2.5,168,5.721975,19.157342277,2001.8383561644
"90","Motorola","v60i (CDMA) / v60ci / v60ic",3.95,3.42,1.77,0.97,4,240,5.871798,26.4717315506,2001.8465753425
"34","Sanyo","SCP-5150",4.1,3.7,1.9,1.1,3,240,7.733,21.5499028142,2001.8493150685
"13","Ericsson","T66",2.08,3.62,1.61,0.69,4,150,4.021458,27.8621929381,2001.8684931507
"31","Samsung","SCH-N370",3.8,4.5,1.8,0.89,2.8,140,7.209,13.9885548188,2001.8684931507
"72","Kyocera","2235",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2001.8876712329
"41","Samsung","SGH-R225 / SGH-R225M",3.35,4.33,1.81,0.93,3.5,120,7.288689,12.9245248169,2001.9671232877
"43","Samsung","SGH-N625",2.93,3.94,1.69,0.78,2.3,90,5.193708,12.4942944773,2001.9726027397
"103","Motorola","i55sr / i58sr",6.5,5.25,2,1.25,4.5,125,13.125,7.5159235669,2001.9726027397
"104","Motorola","i85s / i88s",4.8,5.16,1.97,1.14,2.8,75,11.588328,5.4306943332,2001.9726027397
"105","Motorola","i50sx",5.1,5.24,2.05,1.18,2.8,75,12.67556,5.0068746076,2001.9726027397
"59","Audiovox","CDM-9155GPX / CDM9155SP",3.8,5,1.8,0.8,2.1,150,7.2,14.5909090909,2002.0109589041
"66","Samsung","SPH-A400",3.5,3.5,2,0.8,3.6,168,5.6,20.4395604396,2002.0301369863
"75","Motorola","A388",4.59,3.86,2.28,0.9,4.5,145,7.92072,13.388518007,2002.0767123288
"78","Siemens","S46",4.3,4.62,1.75,0.88,5,200,7.1148,19.7112520587,2002.0794520548
"82","Motorola","v120x",4.5,5,1.7,1.1,4,240,9.35,18.7725631769,2002.101369863
"83","Sanyo","SCP-6200",2.65,5.07,1.54,0.46,3.5,280,3.591588,47.6641521356,2002.1068493151
"138","Audiovox","Thera / Toshiba 2032",7,5.02,3.05,0.77,3,100,11.78947,6.1204493794,2002.1068493151
"199","Nokia","7250 / 7250i",3.24,4.13,1.73,0.75,5,240,5.358675,30.8187017186,2002.1178082192
"87","Sony","Ericsson T61z",4.41,4.76,2.13,0.91,8,240,9.226308,20.5334171097,2002.1260273973
"86","Motorola","v70",2.93,3.7,1.5,0.72,2.2,140,3.996,21.801905862,2002.1534246575
"85","Nokia","8270",3,4,1.8,0.9,2.5,96,6.48,11.4451476793,2002.1616438356
"73","Nokia","8265 / 8265i",3.8,4.21,1.88,0.87,3,192,6.885876,19.3713645938,2002.1726027397
"80","Nokia","9290",8.6,6.22,2.2,1.06,10,240,14.50504,12.5513740725,2002.1726027397
"61","Nokia","6360",4.2,5.08,1.82,0.92,5.2,336,8.505952,28.4905845701,2002.1780821918
"109","Sony","Ericsson T68i",2.96,3.94,1.89,0.79,7.5,384,5.882814,47.6658222145,2002.1780821918
"67","Nokia","6340",4.4,5.08,1.81,0.93,4,384,8.551164,31.1941073405,2002.1917808219
"119","VTech","A700",2.47,4.02,1.69,0.67,3,250,4.551846,37.7393636944,2002.194520548
"115","Nokia","6310i",3.92,5.08,1.85,0.75,5.5,408,7.0485,39.704608652,2002.197260274
"125","Motorola","i30sx",5.04,5,1.89,1.06,2.8,75,10.017,5.9108720197,2002.2191780822
"130","Nokia","6370",4.48,5.11,1.85,0.94,3.6,264,8.88629,21.0978513858,2002.2356164384
"131","Samsung","SPH-A460",3.4,3.4,2.1,0.9,2.4,168,6.426,18.3187461836,2002.2410958904
"136","Motorola","i95cl / i99cl",5.8,3.5,1.9,1.26,3.4,75,8.379,6.4884688624,2002.2547945206
"137","LG","1010",2.8,3.35,1.75,0.83,2.5,144,4.865875,20.4151515646,2002.2602739726
"88","Motorola","v120t",4.5,5,1.7,1.1,5,240,9.35,19.1335740072,2002.2684931507
"120","Samsung","SCH-A310",3.2,3.43,1.89,0.87,2.7,120,5.639949,15.1018970811,2002.2684931507
"139","Samsung","SPH-N400",4,4.25,2.04,0.82,2.9,168,7.1094,16.4275298396,2002.2712328767
"124","Nokia","3590",3.9,4.68,1.97,0.9,6.5,300,8.29764,27.259371485,2002.2739726027
"140","Danger","hiptop / Sidekick",6.2,2.6,4.5,1.1,4,60,12.87,4.1950707918,2002.2767123288
"122","Nokia","6385",4.48,5.11,1.85,0.94,3.6,264,8.88629,21.0978513858,2002.2876712329
"123","Nokia","6590 / 6590i",2.9,3.78,1.69,0.75,3.8,240,4.79115,33.6750680977,2002.2904109589
"141","Nokia","1260 / 1261 / 1221",5.3,4.5,1.94,1.02,3.8,258,8.9046,19.5007251172,2002.298630137
"142","Audiovox","CDM-8300",3.28,4.61,1.61,0.6,2.4,145,4.45326,20.3019166561,2002.298630137
"146","Hitachi","SH-P300",3.63,5.12,1.73,0.87,3.5,240,7.706112,22.7150190471,2002.298630137
"147","Samsung","SPH-N240",3.2,4.1,1.5,0.7,2,192,4.305,26.9153897402,2002.3178082192
"129","Siemens","M46",3.63,4.25,1.75,0.88,3,200,6.545,21.1302211302,2002.3479452055
"149","Palm","Treo 270",5.4,4.2,2.8,0.82,3,150,9.6432,10.9684109764,2002.3479452055
"144","LG","VX-2000",3.98,4.59,1.87,0.88,3.2,120,7.553304,11.7919375055,2002.3506849315
"150","Samsung","SPH-A500",3.6,3.46,1.96,0.92,2.5,216,6.239072,23.2237349213,2002.3561643836
"195","LG","VX-4400",4,3.46,1.89,1.07,3,110,6.997158,11.3665730728,2002.3671232877
"145","LG","LX5350",3.88,3.54,1.81,1.06,3,192,6.791844,19.3968352611,2002.3753424658
"133","Kyocera","2345",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2002.4054794521
"153","Motorola","T191",3.49,4.17,1.57,0.59,5,120,3.862671,19.7207246183,2002.4109589041
"154","Samsung","SPH-A520",3.6,3.46,1.83,0.91,3,120,5.761938,14.4200912247,2002.4246575343
"156","Samsung","SPH-A540",3.39,3.39,2.09,0.87,3.3,120,6.164037,14.2871542155,2002.4602739726
"160","Audiovox","CDM-9500 / Toshiba CDM9500",3.8,3.8,1.9,0.9,1.6,100,6.498,10.4874732958,2002.4630136986
"168","Motorola","i60c",5.36,3.54,1.97,1.1,2.8,75,7.67118,6.8297728985,2002.4657534247
"116","Samsung","SPH-i330",5.82,4.92,2.36,0.71,2.8,174,8.243952,13.3675086491,2002.4684931507
"132","Kyocera","2325",4.34,4.72,1.89,0.95,3.8,144,8.47476,12.7197075872,2002.4794520548
"98","Motorola","C331t",3.5,4.2,1.9,0.9,3,165,7.182,16.8507770081,2002.4876712329
"164","HTC","Pocket PC Phone (Space Needle)",6.8,5.08,2.87,0.71,3.5,150,10.351516,9.765900577,2002.4876712329
"190","Siemens","SX56",6.93,5.08,2.86,0.7,3.5,150,10.17016,9.7952299862,2002.4876712329
"96","Motorola","T720 (CDMA)",3.95,3.5,1.87,0.91,2.3,225,5.95595,23.8745400492,2002.4904109589
"111","Sony","Ericsson T206",4.23,4.41,1.89,1.02,3.5,240,8.501598,20.2252694438,2002.4904109589
"165","Palm","Treo 300",5.7,4.4,2.8,0.82,2.5,150,10.1024,10.2832481142,2002.498630137
"158","Sony","Ericsson T200",3,4.13,1.89,0.87,5,220,6.790959,25.0230850727,2002.504109589
"110","Sony","Ericsson T62u",4.48,4.76,2.13,0.91,3.5,192,9.226308,15.2849330396,2002.5287671233
"166","Sanyo","SCP-4900",4.6,4.88,1.89,0.98,4.5,384,9.038736,29.804814757,2002.5287671233
"159","Sony","Ericsson T300",3.56,4.17,1.89,0.83,6.8,325,6.541479,35.5393502278,2002.5369863014
"97","Motorola","C332 / C331g / C333 (GSM)",2.82,4.21,1.81,0.86,5.5,300,6.553286,34.9397212461,2002.5479452055
"163","Kyocera","7135",6.6,3.97,2.43,1.17,3.5,160,11.287107,9.9233487003,2002.5479452055
"121","Nokia","3585 / 3585i",4.1,4.68,1.96,0.92,3.2,230,8.438976,19.6188269281,2002.5616438356
"167","Samsung","SCH-A220",3.25,2.87,2.09,0.94,2.5,120,5.638402,14.9070665346,2002.5671232877
"157","Sony","Ericsson T600",2.12,3.62,1.61,0.77,3.3,130,4.487714,22.1710564349,2002.5753424658
"95","Motorola","T720 / T721 (GSM)",3.56,3.5,1.87,0.83,2.6,165,5.43235,19.7946031905,2002.5863013699
"203","Motorola","T720i / T722i (GSM)",3.9,3.5,1.9,1,6.5,230,6.65,24.8815165877,2002.5863013699
"135","Kyocera","5135",3.3,3.4,1.7,1,3,108,5.78,13.5462555066,2002.594520548
"91","Motorola","v60i (GSM) / v60gi",3.95,3.42,1.77,0.95,4,240,5.75073,26.8021066456,2002.6054794521
"152","Audiovox","CDM-8500",3.2,3.3,1.6,0.9,2.5,110,4.752,15.4049295775,2002.6054794521
"169","Kyocera","3245",4.23,4.61,1.97,1.02,3,150,9.263334,12.2282602654,2002.6054794521
"170","Panasonic","GD87 / GU87",3.63,3.84,1.93,0.91,5,150,6.744192,16.8687836123,2002.6136986301
"171","Samsung","SCH-i600 / SP-i600",4.59,3.54,2.13,0.89,4.2,240,6.710778,23.0957550002,2002.6191780822
"174","BlackBerry","6510",5.64,4.53,2.95,0.95,2.8,75,12.695325,4.8540181317,2002.6191780822
"172","Samsung","SPH-i500",5.2,3.43,2.13,1,4.2,250,7.3059,21.6697718677,2002.6328767123
"175","BlackBerry","6750",5.06,4.76,3.03,0.71,3,192,10.240188,13.529245523,2002.6328767123
"94","Motorola","T280i",4,4.9,1.9,0.9,4.3,135,8.379,12.6423782212,2002.6383561644
"117","Samsung","SGH-S105 / SGH-S100",3.25,3.48,1.83,0.91,4,92,5.795244,12.3821977605,2002.6410958904
"176","Samsung","SPH-i700",6.17,5.2,2.76,0.64,4.2,240,9.18528,16.9974106627,2002.6520547945
"177","Nokia","3570",4.1,4.68,1.96,0.92,3.8,216,8.438976,18.7415623094,2002.6547945206
"178","Sanyo","SCP-5300",4.13,3.7,1.9,1.1,2.7,250,7.733,22.2119194133,2002.6575342466
"179","Siemens","S55",3,3.98,1.65,0.71,6,300,4.66257,43.0664907466,2002.6602739726
"181","Siemens","C56",3,3.98,1.73,0.83,3.3,200,5.714882,24.8425624122,2002.6794520548
"193","Siemens","CT56",2.96,3.98,1.73,0.83,3.3,200,5.714882,24.9571118086,2002.6794520548
"114","Nokia","7210",2.93,4.17,1.77,0.69,4,240,5.092821,32.407553403,2002.698630137
"155","Nokia","6610",2.96,4.17,1.77,0.69,3.5,225,5.092821,30.1136707248,2002.698630137
"246","LG","VX-3100 / 3100A / TM250",3.14,3.15,1.72,0.9,3.5,132,4.8762,18.6497342881,2002.701369863
"183","Nokia","6340i",4.4,5.08,1.81,0.93,4,348,8.551164,28.4144344091,2002.7095890411
"113","NEC","515",3.53,3.94,1.88,1,3,200,7.4072,19.6576820393,2002.7205479452
"185","HTC","SPV (Canary)",4.23,4.57,1.89,0.87,2.5,72,7.514451,7.1948871854,2002.7479452055
"188","Nokia","6100",2.68,4.02,1.73,0.53,4,235,3.685938,40.0569405483,2002.7671232877
"189","Samsung","SCH-A530",3,3.18,1.67,0.9,2.7,140,4.77954,19.7312437496,2002.7671232877
"198","LG","LX1200",3.18,3.43,1.89,0.89,2.5,144,5.769603,17.4868091914,2002.7753424658
"112","Sony","Ericsson P800",5.57,4.61,2.32,1.06,13,400,11.336912,27.5035441126,2002.7890410959
"197","Samsung","SGH-S300 / SGH-S300m",2.47,3.15,1.57,0.79,5,110,3.906945,21.1700116592,2002.8246575343
"200","Siemens","A56 / A56i",3,4,1.7,0.8,5,250,5.44,32.5829383886,2002.8273972603
"118","Samsung","SGH-V100",2.82,3.52,1.83,0.95,4,120,6.11952,15.6607961054,2002.8356164384
"201","Nokia","5100",3.67,4.27,1.95,0.87,3.5,225,7.244055,22.2190560704,2002.8575342466
"184","Samsung","SGH-V205 / V200 / V206",3.39,3.57,1.87,0.91,4,100,6.075069,12.6781960068,2002.8904109589
"192","Kyocera","3225",4.23,3.4,1.97,1.02,3.3,130,6.83196,13.2435843196,2002.904109589
"208","Sony","Ericsson T608",3.49,4.17,1.89,0.75,3.5,264,5.910975,29.9437026479,2002.9068493151
"211","Samsung","SPH-A600",4.4,3.54,1.93,0.91,2.7,240,6.217302,23.8761222013,2002.9260273973
"213","Sony","Ericsson T306",3.56,4.17,1.89,0.83,6.8,325,6.541479,35.5393502278,2002.9315068493
"214","Sony","Ericsson T316",3.42,4.09,1.93,0.75,7.5,350,5.920275,41.4870011857,2002.9397260274
"216","HTC","SPV e100 / 7070 (Tanager)",4.23,4.72,1.97,0.91,2.5,72,8.461544,6.657976366,2002.9424657534
"217","Motorola","v60x",3.88,3.42,1.77,0.97,3.3,188,5.871798,20.9704918006,2002.9452054795
"220","LG","5450",3.88,3.5,1.77,1,3,192,6.195,20.5459057072,2002.9671232877
"205","Nokia","6800",4.3,4.69,2.17,0.91,4.5,240,9.261343,19.3564899878,2002.9780821918
"182","Nokia","3650",4.59,5.1,2.24,1,4,200,11.424,13.7379792681,2002.9863013699
"223","Audiovox","CDM-8600",3.17,3.27,1.65,0.8,2.5,103,4.3164,15.4279760633,2003.0082191781
"194","Siemens","S56",3,4,1.7,0.7,5,200,4.76,28.9948453608,2003.0219178082
"232","Motorola","C333 (CDMA)",3.9,4.2,1.8,0.9,3.6,250,6.804,25.0373692078,2003.0438356164
"233","Samsung","SCH-A610",4.23,3.5,1.9,0.9,4,216,5.985,23.1032794909,2003.0438356164
"234","Sagem","my X-5p",3.25,4.13,1.81,0.79,4,240,5.905487,28.3982708948,2003.0465753425
"235","Sharp","GX-10 / GX-10i",3.88,3.7,1.93,1.06,3.5,110,7.56946,11.1358963654,2003.0465753425
"238","BlackBerry","6210 / 6230",4.8,4.45,2.91,0.83,5,288,10.748085,20.1310965305,2003.0739726027
"209","Sony","Ericsson T606",3.49,4.17,1.89,0.79,3.5,264,6.226227,28.9721514329,2003.0794520548
"206","Nokia","6200",3.2,4.17,1.77,0.75,4,240,5.535675,29.7630120168,2003.0821917808
"239","LG","VX-6000",3.98,3.54,1.9,0.95,2.5,110,6.3897,11.8132636431,2003.0821917808
"231","Motorola","C350g / C353 / C359 (GSM)",2.98,3.92,1.73,0.75,4,160,5.0862,22.3153405569,2003.095890411
"236","Sony","Ericsson T106",2.65,3.9,1.71,0.7,4.5,200,4.6683,30.4032357241,2003.1150684932
"210","Panasonic","GD55 / A100",2.29,3.03,1.69,0.67,4,154,3.430869,30.4149596853,2003.1369863014
"247","Samsung","SGH-S307",2.47,3.15,1.57,0.9,5,200,4.45095,32.5099877907,2003.1589041096
"228","Nokia","3560",3.77,4.65,1.97,0.91,6.5,228,8.336055,21.5181576492,2003.194520548
"241","Nokia","2260",5.2,4.48,1.9,0.96,5,360,8.17152,28.7925381707,2003.197260274
"242","Nokia","3595",3.77,4.64,1.95,0.87,5.5,240,7.87176,22.9776253762,2003.2
"281","Kyocera","S14 Opal",3.1,3.4,1.7,1,3.4,134,5.78,17.0045045045,2003.2
"237","Sony","Ericsson T310",3.42,4.09,1.93,0.75,7.5,350,5.920275,41.4870011857,2003.2109589041
"265","Sanyo","SCP-8100",3.88,3.33,1.86,1.14,2.8,257,7.060932,24.7693706532,2003.2109589041
"224","Audiovox","CDM-8400 / CDM-8410",3.52,4.3,1.8,0.7,3,144,5.418,17.7892145894,2003.2191780822
"227","Audiovox","CDM-8450 / CDM-8455 / VI600",3.2,4.3,1.8,0.7,3.5,240,5.418,29.8793223486,2003.2191780822
"276","LG","VX-4500",3.7,3.46,1.92,0.94,3.3,165,6.244608,18.2510964736,2003.2191780822
"277","Telson","TDC-8100",3.88,3.5,1.97,0.96,2,200,6.6192,20.0015239256,2003.2273972603
"278","LG","LX-5550 / VX-5550",3.89,3.52,1.9,0.94,2.5,144,6.28672,15.3782358166,2003.2465753425
"243","Nokia","2270",3.49,4.26,1.96,0.87,3.5,264,7.264152,26.1759365127,2003.2520547945
"252","Siemens","SL55",2.79,3.21,1.75,0.86,3.5,200,4.83105,28.5393744956,2003.2520547945
"225","Hitachi","G1000",8.4,5.8,3.3,0.9,2.5,168,17.226,7.0436275658,2003.2547945206
"270","Samsung","SGH-E400",3.1,3.46,1.65,0.89,5,90,5.08101,14.0569440693,2003.2547945206
"279","LG","VX-4600",3.37,3.43,1.81,0.98,3.5,129,6.084134,15.4958666759,2003.2547945206
"248","Sony","Ericsson T610",3.35,4.02,1.73,0.75,14,315,5.21595,44.9453942645,2003.2767123288
"250","Nokia","2285 / 2275",3.49,4.26,1.96,0.88,3.6,336,7.347648,32.6639137938,2003.2767123288
"261","Nokia","3586i / 3588i",4.11,4.6,1.92,0.94,2.6,168,8.30208,14.5825679499,2003.2767123288
"282","Motorola","v60p / v60s",4.37,3.42,1.77,1.22,2.6,55,7.385148,5.7846996057,2003.2767123288
"343","Nokia","3589i / 3587i",4.1,4.68,1.96,0.92,3,192,8.438976,16.5085250981,2003.2767123288
"283","Samsung","SPH-A620 / VGA1000",4.48,3.54,1.9,1,2.9,168,6.726,16.2859182581,2003.2904109589
"275","Danger","hiptop / Sidekick (color)",6.2,2.56,4.57,1.14,3.5,60,13.337088,3.966814297,2003.3287671233
"255","Nokia","3300",4.4,2.48,4.52,0.78,2.5,230,8.743488,18.4502013469,2003.3369863014
"272","Samsung","SGH-X400",3.17,3.39,1.81,0.8,3,100,4.90872,14.2349283055,2003.3534246575
"287","Motorola","i205",5.14,4.8,1.9,1,2.8,70,9.12,5.8906030856,2003.3534246575
"369","Motorola","i305",5.08,5.04,2.32,1.3,3.4,75,15.20064,4.536345993,2003.3534246575
"221","Audiovox","CDM-8900",3.28,3.41,1.77,0.75,2.5,103,4.526775,14.79484166,2003.3671232877
"244","Nokia","6108",3.46,4.17,1.83,0.9,5,290,6.86799,30.4996422344,2003.3835616438
"257","Panasonic","G60u",3.07,4.09,1.85,0.75,4.7,200,5.674875,25.5578267271,2003.3917808219
"290","Kyocera","KE413 / KE414 (Phantom)",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2003.3917808219
"262","LG","G4050",3.21,3.39,1.73,1.02,3,192,5.981994,22.5195969449,2003.4054794521
"254","Nokia","6220",3.25,4.21,1.77,0.75,3,192,5.588775,23.4195349469,2003.4082191781
"292","BlackBerry","7230 / 7210",4.9,4.4,2.9,0.94,4,240,11.9944,15.3897149351,2003.4109589041
"253","Siemens","M55",2.93,3.98,1.81,0.83,5,250,5.979154,30.8671283491,2003.4191780822
"293","Samsung","SGH-P100",3.28,3.46,1.81,0.87,4,120,5.448462,16.0394809532,2003.4246575343
"294","Samsung","SCH-A690",4.3,3.64,1.93,1.02,4,41,7.165704,5.3202140924,2003.4301369863
"240","Nokia","N-Gage",4.83,5.26,2.74,0.8,3,175,11.52992,11.6137487225,2003.4356164384
"212","Samsung","SGH-P400 / SGH-P408",3.81,3.58,1.89,0.91,5,120,6.157242,14.5476552089,2003.4383561644
"249","Sony","Ericsson T616",3.35,4.02,1.73,0.75,5,350,5.21595,43.7779814265,2003.4684931507
"269","Sanyo","SCP-7200 / RL-2000",5.3,5.06,2.18,1.1,4.5,140,12.13388,9.3209314278,2003.4684931507
"304","Samsung","SGH-E105",2.6,3.3,1.8,0.8,4,180,4.752,27.2034820457,2003.4821917808
"306","Kyocera","KE433 / K7 (Rave)",3.52,4.42,1.92,0.92,3.5,180,7.807488,17.4354631848,2003.498630137
"352","Kyocera","KX433 / KX434 / K10 / Rave / Royale",3.52,4.42,1.92,0.92,3.5,180,7.807488,17.4354631848,2003.498630137
